uid,position,response
a6939e9c-fb81-4e8f-9cee-c722689b8c16,55.17917493850806,
4e9a8f84-254b-482f-b1b6-0c091e618151,174.40821368850806,
85a5ee04-d371-47db-ad4a-644aa03f7328,149.32515140625,
ecc2ef94-8ef2-4d27-87d1-71feeba24674,171.8581539314516,
ff932860-d83b-439a-a7ff-d862adadb7a1,152.6958664717742,
da039f1e-f60c-4fc6-ba8c-8ed23b484a20,172.0712010403226,
fcc00814-b0f9-403f-9a80-ef3f83f7aeec,171.99151148487903,
c0f58366-7e96-463d-9f53-ba612c53c21e,149.1121599879032,
c05cf57e-85fc-412b-800e-2b6da7a7d720,173.79240067439517,
0a7329f3-e0a5-4a8c-a80c-355a46e55683,148.7929434395161,
ed1aef81-5cfc-48e0-a000-08c05d344352,219.9725531683468,
7874b514-1688-4fe8-93da-9bb0c2215dff,219.9903138366936,
9178963d-dec6-4581-b9b6-8ab0b062d45f,219.9992231683468,
3c7e42f7-72dd-4afb-887b-6825a621ae0b,47.785464758064506,
d72fa6b7-cbe9-4ece-89e8-e362884b7438,47.7766029233871,
7187e6bc-3eda-433c-a2a7-3bddfa33515c,48.224624868951615,
e4269f9d-5155-473b-b045-97738675e0f1,47.85195028225807,
2828d0d9-1a46-4824-bd9e-aa12f6ce703d,46.96906087701613,
2cf6f57a-5053-42dc-937b-59127c1f2b8e,46.96474646169354,
3348d4bd-c45b-4189-b6ca-5e2ca883a360,47.01353392137097,
ed1aef81-5cfc-48e0-a000-08c05d344352,219.9725531683468,
7874b514-1688-4fe8-93da-9bb0c2215dff,219.99031383669356,
9178963d-dec6-4581-b9b6-8ab0b062d45f,219.99922316834682,
3c7e42f7-72dd-4afb-887b-6825a621ae0b,47.785464758064506,
d72fa6b7-cbe9-4ece-89e8-e362884b7438,47.7766029233871,
7187e6bc-3eda-433c-a2a7-3bddfa33515c,48.224624868951615,
e4269f9d-5155-473b-b045-97738675e0f1,47.851950282258066,
2828d0d9-1a46-4824-bd9e-aa12f6ce703d,46.96906087701613,
2cf6f57a-5053-42dc-937b-59127c1f2b8e,46.964746461693544,
3348d4bd-c45b-4189-b6ca-5e2ca883a360,47.01353392137097,
